character n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	2000__DEU	2000__NDL
('a', '6')	0	0	0	0	0	0	0	3	0	0	0	0	42	0
('s', 'ì')	0	0	0	0	0	0	0	13	0	0	0	0	0	0
('e', '3')	0	0	0	0	0	0	0	3	1	0	0	0	76	3
('u', '…')	0	0	0	0	0	0	0	6	0	0	0	0	0	0
('g', '…')	0	0	0	0	0	0	0	15	1	0	0	0	0	0
('a', '…')	0	0	0	0	0	0	0	13	2	0	0	0	0	0
('h', '…')	0	0	0	0	0	0	0	17	5	0	0	0	0	0
('w', 'z')	0	0	0	0	0	0	0	1	2	0	0	0	0	3
('m', '…')	0	0	0	0	0	0	0	5	2	0	0	0	0	0
('1', 'a')	0	0	0	0	0	0	0	1	4	0	0	0	14	2
('h', '6')	0	0	0	0	0	0	0	1	0	0	0	0	5	0
('.', 'm')	0	0	0	0	0	0	0	8	0	0	0	0	254	21
('a', '2')	0	0	0	0	0	0	0	0	1	0	0	0	72	2
('v', 'ì')	0	0	0	0	0	0	0	7	0	0	0	0	0	0
('n', 'ç')	0	0	0	0	0	0	0	5	0	0	0	0	3	23
(' ', 'í')	0	0	0	0	0	0	0	8	12	0	0	0	0	0
('g', '5')	0	0	0	0	0	0	0	1	0	0	0	0	20	0
('o', '3')	0	0	0	0	0	0	0	1	0	0	0	0	11	0
('e', '_')	0	0	0	0	0	0	0	1	0	0	0	0	8	0
('_', 'b')	0	0	0	0	0	0	0	1	0	0	0	0	9	0
('í', 'k')	0	0	0	0	0	0	0	6	12	0	0	0	0	0
('5', 'e')	0	0	0	0	0	0	0	1	0	0	0	0	41	6
('0', 'c')	0	0	0	0	0	0	0	2	0	0	0	0	41	2
('c', 'j')	0	0	0	0	0	0	0	0	1	0	0	0	7	3
('l', '1')	0	0	0	0	0	0	0	3	0	0	0	0	71	0
('r', '1')	0	0	0	0	0	0	0	1	0	0	0	0	26	1
('v', '1')	0	0	0	0	0	0	0	1	0	0	0	0	33	5
('2', 'e')	0	0	0	0	0	0	0	7	0	0	0	0	16	3
('u', '2')	0	0	0	0	0	0	0	2	0	0	0	0	11	6
('a', 'ç')	0	0	0	0	0	0	0	0	6	0	0	0	1	0
('b', '0')	0	0	0	0	0	0	0	1	0	0	0	0	10	0
('n', '3')	0	0	0	0	0	0	0	1	1	0	0	0	22	0
('-', '0')	0	0	0	0	0	0	0	4	1	0	0	0	110	45
('o', 'ï')	0	0	0	0	0	0	0	1	2	0	0	0	0	7
('ï', 's')	0	0	0	0	0	0	0	3	2	0	0	0	1	15
('/', 'z')	0	0	0	0	0	0	0	1	0	0	0	0	9	0
('9', 'e')	0	0	0	0	0	0	0	6	0	0	0	0	9	13
('ï', 't')	0	0	0	0	0	0	0	1	0	0	0	0	0	6
('4', ':')	0	0	0	0	0	0	0	1	0	0	0	0	12	0
(':', '0')	0	0	0	0	0	0	0	1	0	0	0	0	57	0
("'", '9')	0	0	0	0	0	0	0	1	0	0	0	0	55	7
('m', '6')	0	0	0	0	0	0	0	3	0	0	0	0	18	3
('t', '8')	0	0	0	0	0	0	0	2	0	0	0	0	34	0
('7', 'e')	0	0	0	0	0	0	0	1	0	0	0	0	16	5
('d', '7')	0	0	0	0	0	0	0	2	0	0	0	0	15	0
('e', '1')	0	0	0	0	0	0	0	5	0	0	0	0	55	2
('9', 'd')	0	0	0	0	0	0	0	1	0	0	0	0	3	10
('a', '7')	0	0	0	0	0	0	0	2	0	0	0	0	22	0
('m', '7')	0	0	0	0	0	0	0	1	0	0	0	0	9	0
('t', '4')	0	0	0	0	0	0	0	4	0	0	0	0	14	0
('t', '2')	0	0	0	0	0	0	0	1	0	0	0	0	191	0
('k', '5')	0	0	0	0	0	0	0	1	0	0	0	0	13	0
('3', 'e')	0	0	0	0	0	0	0	8	0	0	0	0	29	9
('b', '/')	0	0	0	0	0	0	0	2	0	0	0	0	37	0
('o', '/')	0	0	0	0	0	0	0	2	0	0	0	0	43	2
('.', 'y')	0	0	0	0	0	0	0	3	0	0	0	0	12	0
('s', '2')	0	0	0	0	0	0	0	2	0	0	0	0	70	0
('y', 'x')	0	0	0	0	0	0	0	1	0	0	0	0	13	1
('x', 'g')	0	0	0	0	0	0	0	1	0	0	0	0	47	1
('a', '3')	0	0	0	0	0	0	0	1	0	0	0	0	50	0
('4', 'e')	0	0	0	0	0	0	0	4	0	0	0	0	25	9
('é', 'o')	0	0	0	0	0	0	0	1	0	0	0	0	0	6
('/', '0')	0	0	0	0	0	0	0	2	0	0	0	0	105	6
('8', '/')	0	0	0	0	0	0	0	1	0	0	0	0	77	2
('e', '4')	0	0	0	0	0	0	0	1	0	0	0	0	41	0
('i', '3')	0	0	0	0	0	0	0	1	0	0	0	0	11	0
('6', '/')	0	0	0	0	0	0	0	1	0	0	0	0	102	1
(' ', '•')	0	0	0	0	0	0	0	5	1	0	0	0	0	0
('o', '2')	0	0	0	0	0	0	0	2	0	0	0	0	67	0
('/', 'j')	0	0	0	0	0	0	0	2	0	0	0	0	41	1
('5', 'x')	0	0	0	0	0	0	0	2	0	0	0	0	10	1
(',', '4')	0	0	0	0	0	0	0	0	1	0	0	0	1059	21
('i', '5')	0	0	0	0	0	0	0	1	0	0	0	0	5	0
(',', 'd')	0	0	0	0	0	0	0	1	0	0	0	0	0	7
('s', '1')	0	0	0	0	0	0	0	1	0	0	0	0	29	0
('n', '1')	0	0	0	0	0	0	0	2	0	0	0	0	19	0
('m', '3')	0	0	0	0	0	0	0	2	0	0	0	0	18	3
('x', 'l')	0	0	0	0	0	0	0	1	0	0	0	0	185	2
('m', 'á')	0	0	0	0	0	0	0	0	1	0	0	0	0	7
('t', '1')	0	0	0	0	0	0	0	1	0	0	0	0	91	0
('q', 'l')	0	0	0	0	0	0	0	1	0	0	0	0	85	0
('.', '9')	0	0	0	0	0	0	0	2	0	0	0	0	266	13
('v', '5')	0	0	0	0	0	0	0	1	0	0	0	0	8	0
('5', 'd')	0	0	0	0	0	0	0	1	0	0	0	0	5	4
('d', '5')	0	0	0	0	0	0	0	1	0	0	0	0	12	0
('b', '2')	0	0	0	0	0	0	0	1	0	0	0	0	175	0
("'", '8')	0	0	0	0	0	0	0	1	0	0	0	0	0	8
('l', '5')	0	0	0	0	0	0	0	1	0	0	0	0	10	0
('e', 'n', ' ')	31367	35261	9514	3842	52600	2805	17724	25552	14285	5764	2985	11886	473550	33575
('n', ' ', 'a')	2201	3201	666	254	4875	179	1804	1926	910	540	327	981	42996	2580
(' ', 'a', 'n')	3978	5105	911	319	6413	343	1639	276	1331	831	546	2443	51155	1010
('a', 'n', 'n')	5656	4455	207	58	4666	286	3682	364	263	659	460	990	20447	539
('n', 'n', 'e')	7190	3947	592	214	5092	550	2903	2433	605	999	661	2570	15106	1488
('n', 'e', 'r')	3547	3007	13	38	4093	331	1968	340	74	724	446	585	26579	479
('e', 'r', 'n')	2377	2845	196	57	2236	157	1699	825	252	340	270	969	58349	773
('r', 'n', ' ')	1892	2992	59	43	2484	138	1328	397	136	306	238	507	21054	56
('n', ' ', 'm')	2539	4088	853	394	5635	244	2116	2699	1429	450	422	1064	31408	2164
(' ', 'm', 'u')	2062	1295	131	39	906	46	313	277	231	139	64	182	7002	310
('m', 'u', 'a')	97	1	0	0	0	0	12	0	0	0	0	0	0	0
('u', 'a', 'r')	425	68	0	0	63	1	236	2	4	6	1	4	4708	172
('a', 'r', 'e')	921	998	148	48	86	44	147	898	299	136	14	21	11722	1019
('r', 'e', 'n')	3575	2402	804	417	3725	267	2769	1875	945	497	222	993	42298	3618
('n', ' ', 'h')	4123	5226	949	504	7830	401	2648	2662	1345	473	381	1129	15573	4639
(' ', 'h', 'o')	3744	1370	571	479	1490	95	746	2694	715	123	109	161	5800	1555
('h', 'o', 'e')	3942	16	213	173	3	0	7	756	534	0	0	0	65	419
('o', 'e', 'l')	738	62	73	13	11	0	0	140	348	0	1	0	186	380
('e', 'l', 'e')	740	380	335	65	952	85	272	410	657	196	53	664	26170	2470
('l', 'e', 'n')	2438	2172	482	310	4585	238	1729	1559	672	528	371	924	28503	2258
('n', ' ', 'd')	8447	11360	2325	915	18769	766	6849	5399	3381	1982	1189	4722	81798	10328
(' ', 'd', 'o')	11755	3584	740	659	6367	212	1865	2960	618	557	470	716	9328	2283
('d', 'o', 'e')	8406	117	179	56	1	2	1	336	320	1	1	7	27	502
('o', 'e', ' ')	16061	8	528	146	3	4	9	665	318	1	1	3	143	785
('e', ' ', 'h')	3333	2786	811	380	3397	289	2172	1694	1030	241	145	1416	10662	2750
(' ', 'h', 'a')	4070	5818	967	458	7508	392	2443	4039	1137	316	262	1062	41226	2034
('h', 'a', 'u')	1176	184	1	2	844	60	394	13	16	29	44	51	4920	53
('a', 'u', 'g')	632	13	1	7	297	58	243	20	4	8	12	22	1401	73
('u', 'g', 'e')	527	104	93	38	451	38	323	274	88	12	42	116	3310	61
('g', 'e', 'n')	6328	5596	1478	585	9506	494	3994	3479	1981	628	676	1552	75153	5905
('e', 'n', 'p')	128	40	12	4	61	2	27	45	14	11	5	23	1124	107
('n', 'p', 'r')	99	11	4	1	10	2	10	9	3	4	3	3	633	28
('p', 'r', 'u')	289	135	21	6	216	2	107	38	25	20	7	20	902	41
('r', 'u', 'i')	1275	71	10	59	0	22	92	381	38	0	1	0	114	626
('u', 'i', 's')	638	2	24	1	17	26	45	41	56	20	3	10	261	671
('i', 's', 't')	1166	612	145	51	1298	72	531	454	149	134	105	413	32327	1655
('s', 't', 'e')	3175	4187	1127	417	5607	476	2410	2663	1337	768	378	2004	71652	5716
('t', 'e', 'r')	2020	4536	947	418	6328	330	3085	3152	1487	561	413	1275	92181	4953
('e', 'r', ' ')	11072	17635	3503	1390	18511	1149	8560	10360	4658	1702	1634	4267	273648	9345
('r', ' ', 'u')	1138	1658	114	4	2577	93	854	57	126	158	175	488	12588	173
(' ', 'u', 'n')	12549	14950	85	4	26045	916	10180	37	200	1677	1247	4300	85299	187
('u', 'n', ' ')	11717	13828	167	61	22757	850	9286	419	189	2211	1068	4009	5198	457
('e', ' ', 'e')	1694	1500	610	121	1522	258	650	928	758	266	80	1086	28906	2448
(' ', 'e', 'l')	164	223	79	18	141	5	191	318	210	35	6	124	3239	415
('e', 'l', 'l')	1268	1338	145	53	2053	97	1399	413	291	304	149	667	35868	838
('l', 'l', 's')	461	296	0	0	751	5	95	2	0	17	45	43	5969	10
('l', 's', 't')	127	380	11	22	445	20	117	141	29	78	34	58	1455	173
('t', 'e', 'n')	2442	5392	1125	419	11224	416	3986	3191	1653	1073	749	1878	95643	4531
('n', ' ', 'r')	841	1412	170	63	2319	115	806	639	257	150	136	383	8802	898
(' ', 'r', 'o')	581	691	158	118	681	23	277	875	325	58	79	43	3026	1028
('r', 'o', 't')	176	1003	13	4	1160	61	121	93	249	101	79	17	3147	721
('o', 't', ',')	147	201	40	9	123	3	38	53	26	18	3	4	0	17
('t', ',', ' ')	5386	4769	717	403	6257	407	2858	1162	633	815	402	1546	0	1032
(',', ' ', 'w')	3105	3559	551	276	4913	289	1906	926	458	614	356	1388	12615	948
(' ', 'w', 'o')	2324	2364	598	414	3765	293	1331	2187	613	392	207	1370	12803	2134
('w', 'o', ' ')	589	668	8	0	1236	71	87	0	2	83	25	255	554	1
('o', ' ', 's')	1110	1222	47	27	775	19	756	98	45	122	37	58	2067	65
(' ', 's', 'o')	5047	3463	69	11	4641	112	1578	293	156	454	406	125	37693	481
('s', 'o', 'e')	3777	42	17	2	11	0	3	42	29	0	2	0	272	25
('e', ' ', 'j')	1215	824	198	103	547	40	319	385	212	75	54	372	3447	658
(' ', 'j', 'e')	1114	636	75	96	599	72	320	709	316	71	42	248	10300	611
('j', 'e', 's')	788	31	69	33	41	5	35	515	48	4	7	6	31	257
('e', 's', 'u')	1208	113	0	0	133	10	128	4	9	34	10	24	1744	81
('s', 'u', 's')	1075	216	0	1	45	0	46	10	7	4	4	6	444	74
('u', 's', ' ')	3008	647	167	17	714	36	578	449	278	134	52	106	16243	613
('s', ' ', 'a')	482	552	299	107	744	35	379	743	431	163	86	290	17053	603
(' ', 'a', 'm')	179	134	28	5	511	26	620	94	58	9	31	35	11854	514
('a', 'm', ' ')	443	499	114	79	619	14	1525	837	292	30	24	38	10572	809
('m', ' ', 'b')	345	178	37	19	309	8	485	171	42	23	17	31	7220	119
(' ', 'b', 'e')	2440	3449	1040	421	4821	321	2603	2766	1605	610	256	1201	81490	5969
('b', 'e', 's')	568	711	186	69	948	76	624	424	278	164	72	246	14686	1125
('e', 's', 't')	3394	1772	570	256	1888	231	998	1417	827	262	158	609	24563	2937
('n', ' ', 'u')	4634	4113	187	10	6847	254	2861	139	297	586	469	1399	29744	570
(' ', 'u', 'p')	2426	1533	37	0	5209	268	375	4	0	66	367	1114	961	5
('u', 'p', 'p')	613	150	16	1	312	38	89	47	21	63	17	157	2026	19
('p', 'p', 'e')	1241	700	233	59	778	142	879	471	261	129	45	581	3310	442
('p', 'e', ' ')	618	65	87	22	144	70	523	53	62	10	3	415	2440	69
('e', ' ', 's')	5751	5181	685	198	5764	415	3433	1491	981	800	326	2434	34865	3145
(' ', 's', 'u')	3411	705	26	13	228	44	672	144	46	217	77	20	5073	308
('s', 'u', 'i')	2678	0	0	0	0	31	62	0	0	0	0	0	207	41
('u', 'i', 't')	607	7	42	20	7	45	82	198	118	99	1	1	310	2782
('i', 't', ' ')	1676	4253	528	698	7223	231	2677	6066	582	532	448	1400	59515	2245
('t', ' ', 'b')	1020	1261	344	190	1454	100	978	1122	579	273	167	457	9926	1469
(' ', 'b', 'r')	1625	1641	290	97	2014	140	1217	657	292	161	195	409	8116	1241
('b', 'r', 'i')	559	261	28	7	264	44	201	86	89	22	92	92	5374	310
('r', 'i', 'n')	841	1094	114	35	1802	76	485	346	257	97	200	448	7583	1621
('i', 'n', 'g')	843	912	307	93	2653	80	885	1216	1092	95	261	309	21363	6344
('n', 'g', 'e')	3196	1834	712	157	2688	300	3133	1183	739	225	181	1211	46876	3199
('n', ' ', 'k')	2613	4633	802	382	6238	360	2116	2481	1053	557	392	1041	21164	1373
(' ', 'k', 'ö')	382	665	115	29	371	36	239	99	126	156	52	533	9615	0
('k', 'ö', 'n')	242	179	67	5	125	14	139	13	44	18	40	387	9099	0
('ö', 'n', 'n')	402	48	39	7	66	13	273	21	39	3	30	551	9047	1
('n', 'e', 'n')	4668	1906	647	219	5685	379	2336	1987	677	406	377	891	53204	1830
('e', 'n', '.')	4247	3265	964	326	3170	326	3270	3703	2216	665	646	1533	77	3867
('e', ' ', 'm')	2269	2258	873	326	2193	241	1557	1758	1075	291	147	1299	21495	2604
(' ', 'm', 'e')	3546	1759	1559	361	1088	375	3334	1898	2506	367	98	805	19113	4674
('m', 'e', 's')	280	133	35	9	70	46	357	163	51	6	5	89	2953	119
('r', ' ', 's')	1878	2935	177	67	3375	173	1404	734	272	305	237	422	26467	574
(' ', 's', 'c')	2528	4098	490	226	4726	290	3381	1682	666	446	431	1219	25569	1327
('s', 'c', 'h')	3445	8581	963	337	12252	758	5966	2615	1111	2059	1242	3961	116902	4508
('c', 'h', 'i')	560	915	177	51	1297	76	467	595	254	139	99	446	13443	1039
('h', 'i', 'c')	315	251	0	0	440	33	231	1	2	42	42	65	1440	17
('i', 'c', 'k')	1262	2170	3	0	12140	128	1215	14	14	131	576	251	8687	76
('c', 'k', 'e')	1951	1324	4	0	1714	276	1973	18	6	190	155	1331	8034	74
('k', 'e', 'r')	819	1112	265	127	1028	99	1095	1248	402	205	106	367	4936	1086
('e', 'r', 'e')	2800	921	583	286	1020	213	2211	1207	835	256	94	904	47047	3523
('r', 'e', ' ')	1728	377	365	80	1447	246	2518	602	439	130	43	1402	22201	1230
('e', ' ', 'o')	1345	1324	566	255	2048	80	617	1527	918	180	86	219	5025	2429
(' ', 'o', 'c')	114	19	15	10	14	0	63	12	10	2	0	0	39	31
('o', 'c', 'k')	395	699	0	0	795	38	576	10	2	40	46	168	1802	56
('c', 'k', ' ')	1137	3076	1	0	11969	779	3765	15	13	168	696	109	4345	141
('k', ' ', 'e')	264	655	194	65	861	62	268	356	310	87	49	201	1080	420
(' ', 'e', 'n')	2380	5833	3092	1194	5677	358	1804	6035	2790	691	82	2379	19210	6237
('r', 'n', ';')	34	32	1	0	24	0	15	1	0	3	0	0	0	0
('n', ';', ' ')	1047	474	239	144	1198	48	193	36	14	11	4	12	0	18
(';', ' ', 'h')	241	133	36	31	264	13	29	3	4	1	0	5	12	14
('h', 'a', 'i')	1286	23	6	49	16	0	173	1932	2	1	0	1	198	13
('a', 'i', ' ')	1600	20	46	3	9	1	767	2063	17	5	2	20	1089	26
('i', ' ', 's')	1129	710	18	15	2674	176	1490	115	17	89	154	225	1937	27
(' ', 's', 'e')	3248	8513	36	25	10202	1037	3625	112	46	789	527	1894	41031	447
('s', 'e', 'l')	260	414	82	20	752	56	446	130	130	27	34	60	8922	804
('e', 'l', 'w')	75	69	2	0	42	1	197	10	17	11	3	10	127	41
('l', 'w', 'e')	288	58	8	4	289	23	337	39	14	4	9	28	583	56
('w', 'e', 'r')	5134	1839	72	23	6739	155	2741	511	124	47	471	147	28424	2887
('r', ' ', 'm')	723	1549	375	158	1683	100	685	1142	652	212	135	275	15656	672
(' ', 'm', 'ä')	356	71	75	0	595	21	586	0	13	10	44	43	1440	0
('m', 'ä', 'k')	43	4	7	0	3	19	41	0	0	1	19	2	2	0
('ä', 'k', ' ')	162	10	0	0	43	1	29	0	0	0	0	43	0	0
('k', ' ', 's')	1045	1260	53	29	1565	102	832	235	121	124	110	218	1138	181
(' ', 's', 'i')	4630	6146	73	6	11187	189	5092	272	57	710	623	1550	44044	433
('s', 'i', 'c')	382	688	0	0	4837	26	484	13	10	40	209	105	30592	68
('k', ' ', 'o')	355	440	254	88	276	37	284	657	307	89	23	30	206	342
(' ', 'o', 'p')	552	2392	945	365	48	8	2047	3541	1817	503	3	70	2664	3867
('o', 'p', 'p')	454	1043	52	30	1046	65	756	187	127	74	47	177	1604	177
('p', 'e', 'n')	1370	1680	342	143	1514	140	1003	1149	495	153	124	537	4060	1419
('n', ' ', 'w')	4352	4887	746	452	7965	323	2513	2916	1142	623	483	1562	27681	2771
(' ', 'w', 'i')	2948	3583	727	309	7446	193	1966	2189	932	703	738	2062	39354	1587
('w', 'i', 'ä')	375	0	0	0	0	0	487	0	0	0	0	0	0	0
('i', 'ä', 'g')	186	0	0	0	0	0	320	0	0	0	0	0	0	0
('ä', 'g', ' ')	42	8	1	0	4	1	27	0	0	9	2	21	2	0
('g', ' ', 'n')	148	428	122	51	426	13	68	589	227	34	28	111	2693	291
(' ', 'n', 'o')	2203	2659	1100	578	2216	134	760	4290	1224	334	265	1090	15252	1605
('n', 'o', ' ')	1641	308	2	2	22	0	233	37	18	8	4	22	535	60
(' ', 's', 'l')	612	1123	263	89	1362	113	57	660	321	73	3	227	313	593
('s', 'l', 'a')	251	620	129	34	629	38	82	199	207	51	16	130	3316	723
('l', 'a', 'u')	1036	304	4	11	260	40	583	22	29	14	55	49	7937	121
('a', 'u', 'm')	282	3	0	0	395	10	437	0	2	1	54	10	2218	11
('u', 'm', 'a')	39	6	0	1	48	0	23	4	2	2	5	127	419	24
('m', 'a', 'y')	37	3	0	0	0	0	2	9	1	0	0	1	58	11
('a', 'y', 'e')	37	3	0	0	27	0	1	0	0	1	0	1	1121	15
('y', 'e', 'r')	80	36	1	0	14	5	9	3	0	2	1	2	1260	26
('e', 'r', 's')	1585	2897	659	329	3209	410	1804	1988	965	1032	411	803	48988	4163
('r', 's', '.')	24	59	22	9	34	3	62	93	47	25	14	19	27	220
('o', ' ', 'f')	403	252	6	2	212	5	134	1	10	37	23	4	450	12
(' ', 'f', 'e')	2315	464	22	13	659	74	419	189	122	73	35	145	8600	424
('f', 'e', 'r')	2001	110	64	15	168	16	205	50	27	24	23	78	11108	236
('e', 'r', 'l')	642	971	122	38	1090	44	551	463	232	126	125	140	12363	1580
('r', 'l', 'o')	146	95	19	8	48	1	57	135	55	16	10	9	564	384
('l', 'o', 'e')	1092	40	44	12	1	0	4	146	95	0	0	0	29	323
('o', 'e', 'd')	1130	1	213	9	0	0	3	86	374	0	0	0	18	820
('e', 'd', 'e')	1877	1171	350	133	1546	101	448	1485	780	267	119	333	12942	3095
('d', 'e', 'n')	7942	9077	1386	411	18039	761	1563	3485	1582	1122	937	3893	93147	5851
('n', ' ', 'e')	1870	2825	1007	282	4147	231	1101	2175	1681	478	216	1082	36097	4063
(' ', 'j', 'ü')	374	549	0	0	121	67	160	0	1	136	5	126	597	0
('j', 'ü', 'n')	333	17	0	0	50	2	55	0	0	3	2	8	422	0
('ü', 'n', 'g')	401	296	0	0	439	31	122	0	0	24	20	347	1053	1
('g', 'e', 'r')	1439	1085	204	74	1436	83	2114	1017	354	115	138	332	24977	1576
('n', ' ', 'f')	2950	2083	75	20	3114	163	1227	282	157	281	204	546	18524	612
(' ', 'f', 'l')	437	582	45	8	742	40	384	119	79	18	51	95	2714	244
('f', 'l', 'ü')	66	45	0	0	86	5	80	0	0	0	4	2	300	0
('l', 'ü', 'c')	113	392	2	0	534	21	176	0	0	25	32	80	572	7
('ü', 'c', 'h')	170	476	1	0	301	11	97	0	0	52	42	196	1360	8
('c', 'h', 't')	4217	4173	758	394	7966	350	3226	3010	1656	667	693	1532	66616	3751
('h', 't', 'e')	2144	1324	360	163	3164	178	1658	1370	660	183	171	736	17039	1212
('e', ' ', 'w')	3047	2306	863	321	1920	218	1535	1798	1077	259	144	1526	14655	2344
(' ', 'w', 'e')	5257	9105	1209	844	7530	651	1781	4355	1835	900	492	2178	48850	4986
('w', 'e', 'o')	1124	0	0	0	0	0	8	0	0	0	0	0	0	0
('e', 'o', 'r')	1357	4	1	0	6	2	46	13	1	5	5	1	873	84
('o', 'r', 't')	749	727	109	29	998	38	422	186	269	160	63	321	10849	977
('r', 't', ' ')	1396	1638	233	99	1928	83	1220	717	438	419	171	530	24740	1026
('t', ' ', 'l')	799	875	310	151	892	70	761	786	396	159	101	215	2971	637
(' ', 'l', 'i')	1054	871	256	120	1383	64	1079	573	447	155	138	249	11168	1146
('l', 'i', 'c')	429	1820	34	6	4404	121	411	135	50	370	284	496	40416	350
('i', 'c', 'h')	4312	6037	384	116	12150	591	1225	955	458	1143	1095	2661	125021	1805
('t', 'e', ' ')	2955	1510	1905	578	5709	377	3610	3487	2349	250	217	1789	80944	5981
('e', ' ', 'f')	2828	1303	69	12	2169	115	1040	228	174	218	101	829	17962	1040
(' ', 'f', 'a')	3576	744	18	4	918	82	573	63	44	144	72	160	6607	312
('f', 'a', 's')	248	172	0	0	179	1	123	1	1	35	14	4	2623	26
('a', 's', 't')	444	884	149	115	1023	74	419	719	279	71	41	262	4245	729
('e', ' ', 'u')	2260	666	130	5	1499	174	1287	64	158	186	123	1319	14481	484
(' ', 'w', 'u')	3035	1680	61	11	1915	52	888	172	31	94	172	174	5577	7
('w', 'u', 'o')	287	0	0	0	0	0	241	0	0	0	0	0	0	0
('u', 'o', 'ß')	25	0	0	0	0	0	0	0	0	0	0	0	0	0
('o', 'ß', ' ')	41	153	0	0	120	19	21	0	0	7	28	0	499	0
('ß', ' ', 'r')	8	17	0	0	13	0	2	0	0	0	0	4	24	0
(' ', 'r', 'a')	355	544	96	25	1101	44	454	320	185	28	34	183	4815	476
('r', 'a', 's')	43	141	4	5	147	9	68	98	30	7	32	45	2274	118
('a', 's', 'k')	263	6	1	11	21	0	41	68	19	32	3	4	224	46
('s', 'k', ' ')	198	23	1	16	1	0	67	28	1	12	3	2	190	5
('k', ' ', 'm')	531	1133	195	94	1513	91	518	668	389	170	110	254	644	304
('m', 'e', 't')	2847	109	639	44	389	53	2446	329	1495	19	18	223	2229	2312
('e', 't', ' ')	8912	2276	2022	372	1437	806	5944	2342	6013	347	124	3923	27365	12814
('t', ' ', 'g')	1833	1517	432	190	1919	128	1105	1114	652	253	171	562	9236	1453
(' ', 'g', 'r')	1292	2335	344	130	3010	146	1089	1478	526	357	211	535	13794	1702
('g', 'r', 'ä')	69	47	0	0	180	1	103	0	1	1	43	1	37	0
('r', 'ä', 's')	37	59	0	0	26	8	17	0	2	30	20	3	2298	0
('ä', 's', 's')	75	1	0	0	9	0	99	0	12	0	2	3	1552	0
('s', 's', ' ')	417	107	0	0	19	4	616	2	7	81	48	104	17134	30
('s', ' ', 't')	261	373	233	98	433	13	287	1070	245	70	44	117	3489	650
(' ', 't', 'e')	2511	433	1234	471	305	75	1968	2970	1783	82	40	256	23203	4631
('t', 'e', 'o')	2003	3	0	0	0	0	339	0	0	3	0	0	52	3
('e', 'o', '.')	53	0	0	0	0	0	5	0	1	1	0	0	1	1
('o', ' ', 'k')	441	506	49	15	301	10	247	76	42	41	15	14	678	27
(' ', 'k', 'a')	2062	2623	428	100	4300	219	1533	633	775	361	202	611	13414	1421
('k', 'a', 'i')	495	14	0	1	28	3	61	21	0	0	2	21	97	6
('a', 'i', 'm')	395	1	4	2	2	0	88	79	3	0	0	0	267	4
('i', 'm', 'e')	491	29	3	6	104	13	318	77	11	2	8	61	2957	124
('m', 'e', 'n')	2624	1637	608	269	2906	144	1547	1797	782	378	271	603	42036	3058
('n', ' ', 's')	8056	9843	673	228	15688	691	5612	1951	834	1081	757	2015	46894	1959
('u', 'i', 'n')	4049	8	14	5	7	6	85	74	13	5	2	0	128	123
('i', 'n', 'e')	2992	675	93	60	5860	187	3715	671	162	62	225	694	80389	627
('n', 'e', ' ')	4909	733	758	70	5732	626	4053	603	874	118	338	3168	43608	671
('r', ' ', 't')	600	948	266	120	1054	63	505	1551	366	106	100	180	8092	628
(' ', 't', 'r')	670	938	163	126	1251	67	780	538	261	91	63	244	6273	711
('t', 'r', 'u')	506	408	10	53	403	36	181	114	41	35	28	29	3212	233
('r', 'u', 'ü')	504	0	0	0	0	0	0	0	0	0	0	0	0	0
('u', 'ü', 'g')	469	0	0	0	0	0	0	0	0	0	0	0	0	0
('ü', 'g', 'g')	248	152	0	0	530	14	225	0	0	7	6	94	1	0
('g', 'g', 'e')	2086	635	390	142	905	100	1396	533	314	55	102	462	439	399
('g', 'e', ' ')	2463	950	599	98	1146	229	1970	808	507	152	92	1037	21874	1571
('w', 'u', 'n')	210	298	2	0	310	19	162	1	11	25	28	75	901	0
('u', 'n', 'n')	1179	2830	84	17	4007	142	764	611	114	215	167	407	156	363
('s', 'i', 'k')	1376	2481	17	2	90	29	82	117	8	390	115	905	2647	5
('i', 'k', ',')	109	185	53	18	69	4	26	100	53	27	13	66	0	42
('k', ',', ' ')	468	1167	229	142	1468	78	482	430	194	114	83	174	0	389
(',', ' ', 'd')	9076	8150	1884	967	10844	775	5071	2047	792	1102	871	2622	45339	1957
(' ', 'd', 'a')	10608	12410	2767	1011	14310	1017	9026	3818	2705	2056	1284	5178	66802	4089
('d', 'a', 't')	6619	8211	1363	730	11958	585	5135	3245	1274	1837	1182	3040	8899	2862
('a', 't', ' ')	9302	12354	2153	1266	15885	809	7259	6010	2570	2495	1570	5134	14250	4670
('t', ' ', 'h')	3145	3454	650	398	4931	340	2272	1844	1134	447	337	1018	9214	2454
('t', ' ', 'd')	5045	6622	916	439	8618	530	3998	2536	1809	1224	764	2437	44429	3722
(' ', 'd', 'e')	10388	23153	4485	1543	36578	1908	9106	7776	6599	3598	2277	8991	195022	18617
('d', 'e', 'r')	3460	4311	1796	764	4954	470	1566	5455	2690	524	389	1550	138033	5805
('r', ' ', 'f')	835	520	11	1	655	50	309	54	33	67	63	88	12437	142
(' ', 'f', 'r')	2012	2261	60	6	4589	204	1598	104	75	233	219	770	11214	717
