PoS-tag n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	DEU	NDL
('PROPN', 'AUX', 'PRON')	66	169	19	11	208	3	56	78	52	17	9	37	1868	92
('ADV', 'AUX', 'ADP')	38	39	30	7	53	2	42	39	20	12	5	28	767	62
('AUX', 'ADP', 'PROPN')	47	49	10	6	64	2	17	43	19	16	8	11	1309	97
('PROPN', 'VERB', 'CCONJ')	63	87	13	4	49	2	66	51	27	4	9	20	752	43
('VERB', 'CCONJ', 'NOUN')	108	101	45	13	86	4	86	157	58	30	15	25	677	33
('ADJ', 'CCONJ', 'ADV')	55	92	49	8	118	1	42	79	62	19	5	40	496	21
('CCONJ', 'ADV', 'DET')	109	176	39	26	305	8	107	93	48	40	25	88	1367	66
('PUNCT', 'AUX', 'ADV')	112	290	36	29	222	15	68	101	50	38	16	134	2513	154
('DET', 'ADJ', 'PART')	11	6	5	2	11	1	3	9	4	3	0	5	71	18
('ADJ', 'PART', 'ADV')	3	17	2	4	27	0	2	27	22	7	6	11	188	13
('VERB', 'PART', 'CCONJ')	5	3	2	1	8	0	4	4	3	1	1	2	14	0
('PART', 'CCONJ', 'AUX')	3	5	2	0	9	0	2	2	2	0	0	2	2	1
('ADV', 'VERB', 'NOUN')	110	92	29	11	111	13	86	93	20	9	15	32	417	48
('PROPN', 'ADP', 'ADP')	5	7	3	3	13	1	6	17	10	4	0	5	94	30
('ADP', 'ADP', 'ADV')	7	9	5	2	14	0	0	14	3	1	4	4	16	2
('ADV', 'DET', 'NUM')	13	14	6	0	14	13	23	13	11	3	1	51	99	14
('DET', 'ADJ', 'PROPN')	29	92	28	4	227	0	25	64	29	16	7	22	3278	386
('ADJ', 'PROPN', 'PUNCT')	12	89	32	6	109	2	11	82	26	9	6	12	813	198
('PUNCT', 'ADJ', 'VERB')	38	76	11	14	77	6	44	42	27	13	10	33	523	32
('ADJ', 'VERB', 'PRON')	82	166	54	27	156	9	111	145	109	41	24	51	763	34
('ADV', 'PUNCT', 'PROPN')	15	163	37	6	121	3	22	25	13	19	16	28	140	30
('PUNCT', 'PROPN', 'PROPN')	22	270	19	14	306	11	47	198	43	55	41	7	2034	1195
('PROPN', 'PROPN', 'VERB')	67	233	15	17	237	16	36	174	53	28	14	13	3782	465
('VERB', 'CCONJ', 'ADJ')	114	153	33	17	90	7	80	78	34	17	8	21	886	40
('CCONJ', 'ADJ', 'ADJ')	32	54	29	8	61	3	27	46	27	12	13	18	896	57
('ADJ', 'ADJ', 'ADV')	14	33	7	4	41	0	12	39	23	3	3	13	117	17
('ADJ', 'ADV', 'ADV')	31	69	30	20	71	2	30	66	44	9	11	39	327	33
('DET', 'PROPN', 'AUX')	15	20	14	5	24	0	14	39	17	0	2	4	1626	146
('PROPN', 'AUX', 'VERB')	20	38	11	1	29	0	13	8	10	4	5	14	346	252
('AUX', 'ADV', 'PUNCT')	71	122	50	13	144	6	92	65	33	20	30	127	426	44
('ADJ', 'NOUN', 'PART')	128	177	44	11	310	10	73	110	85	45	27	60	4087	237
('ADP', 'CCONJ', 'DET')	20	61	22	4	78	1	13	31	11	1	6	9	42	8
('PUNCT', 'ADV', 'NOUN')	61	65	36	14	118	3	51	57	16	22	11	39	702	104
('ADV', 'NOUN', 'PUNCT')	150	214	64	34	252	34	183	187	78	48	34	106	1059	99
('ADJ', 'PUNCT', 'INTJ')	9	22	17	2	10	0	8	19	4	0	0	18	0	0
('PUNCT', 'NOUN', 'NOUN')	27	99	13	8	187	26	87	39	21	4	5	46	175	49
('ADP', 'NOUN', 'ADV')	127	199	54	19	283	23	144	246	72	27	20	95	1812	104
('PRON', 'ADJ', 'ADV')	72	159	36	21	168	11	71	95	75	24	22	26	423	42
('ADV', 'ADV', 'AUX')	92	98	68	25	161	8	80	81	50	24	22	67	528	94
('CCONJ', 'VERB', 'AUX')	121	178	12	3	170	8	40	29	9	14	13	26	372	12
('CCONJ', 'AUX', 'DET')	57	111	7	6	208	2	46	17	16	12	10	25	309	51
('PUNCT', 'CCONJ', 'ADJ')	64	195	42	14	265	8	87	66	31	20	13	37	614	32
('CCONJ', 'ADJ', 'AUX')	55	93	24	13	99	2	47	35	22	16	16	21	215	19
('PRON', 'PUNCT', 'PROPN')	27	123	7	6	107	5	23	21	10	6	11	7	68	9
('AUX', 'PRON', 'AUX')	18	26	8	3	42	0	18	9	6	1	6	2	32	10
('PRON', 'PUNCT', 'ADV')	178	153	61	26	250	17	127	57	28	17	11	83	222	37
('ADV', 'AUX', 'AUX')	13	29	8	3	36	2	7	12	6	1	1	2	54	27
('PRON', 'DET', 'VERB')	35	5	12	8	10	0	19	15	11	0	1	9	15	3
('DET', 'VERB', 'PUNCT')	117	25	55	23	36	6	66	84	34	5	4	28	73	12
('PRON', 'PART', 'DET')	37	58	3	0	57	1	26	8	4	1	3	4	83	6
('PART', 'DET', 'NOUN')	117	102	9	2	146	7	77	25	26	10	19	46	581	24
('CCONJ', 'ADJ', 'VERB')	80	146	36	14	122	5	83	52	46	17	15	38	705	26
('ADJ', 'VERB', 'ADJ')	7	6	6	1	6	0	6	16	8	2	1	3	49	14
('VERB', 'ADJ', 'ADJ')	39	91	13	8	96	5	36	70	28	11	0	11	334	32
('AUX', 'ADP', 'DET')	334	410	132	60	688	30	258	319	179	101	57	189	6289	582
('VERB', 'PUNCT', 'DET')	594	569	106	47	574	45	363	123	73	94	39	190	3794	124
('PROPN', 'PROPN', 'AUX')	5	97	8	7	113	8	11	59	25	18	9	12	1792	310
('NOUN', 'PUNCT', 'NUM')	9	64	16	2	26	1	39	42	9	14	4	26	1496	158
('PUNCT', 'NUM', 'NOUN')	30	98	14	3	47	6	80	62	15	8	10	74	2034	181
('NUM', 'NOUN', 'ADP')	95	135	53	27	145	13	107	187	99	49	24	92	8152	531
('ADP', 'ADP', 'CCONJ')	4	10	2	4	21	1	1	20	11	1	0	1	5	2
('ADV', 'PUNCT', 'DET')	115	194	34	13	205	17	128	51	19	25	22	128	762	39
('NOUN', 'AUX', 'DET')	357	284	51	17	411	33	245	153	139	99	36	160	9333	745
('NOUN', 'PUNCT', 'PROPN')	103	324	46	8	244	5	98	159	41	59	33	84	4889	514
('PUNCT', 'PROPN', 'CCONJ')	55	60	10	1	55	0	43	74	30	37	11	32	2192	231
('NOUN', 'ADP', 'PROPN')	559	471	103	53	624	8	746	704	420	137	102	95	24348	2824
('DET', 'PRON', 'VERB')	77	48	13	8	46	5	29	13	10	6	6	6	72	13
('NOUN', 'AUX', 'ADP')	181	200	48	19	305	16	153	184	86	67	30	111	6201	394
('VERB', 'CCONJ', 'ADP')	240	212	51	12	280	6	127	87	48	31	23	49	1191	63
('VERB', 'AUX', 'CCONJ')	221	232	23	23	387	8	108	105	41	48	38	84	1084	32
('CCONJ', 'ADJ', 'ADV')	5	45	11	4	39	0	23	31	14	7	2	12	241	12
('ADJ', 'ADV', 'AUX')	11	24	12	2	32	1	10	23	13	3	2	12	123	21
('ADV', 'CCONJ', 'ADV')	81	152	42	18	218	8	75	80	68	24	15	162	587	22
('ADV', 'PRON', 'CCONJ')	13	15	5	2	20	4	15	18	6	1	4	23	70	2
('ADP', 'PROPN', 'PUNCT')	444	376	103	43	361	6	509	597	283	91	55	90	7812	1687
('CCONJ', 'ADP', 'PROPN')	51	43	13	2	65	0	29	20	21	13	10	10	606	48
('ADP', 'PROPN', 'NOUN')	34	13	13	12	19	2	37	41	10	5	7	2	1599	85
('PROPN', 'NOUN', 'ADV')	8	3	6	1	10	0	6	10	2	0	0	0	236	18
('VERB', 'PRON', 'CCONJ')	198	169	19	14	318	11	92	96	49	16	9	45	245	8
('VERB', 'ADP', 'ADP')	55	46	21	9	88	4	33	67	24	3	1	15	105	87
('NOUN', 'NOUN', 'DET')	24	9	14	6	114	4	39	30	18	5	1	9	860	48
('PUNCT', 'PRON', 'PROPN')	55	77	4	3	65	1	31	13	5	3	4	28	928	21
('PRON', 'PROPN', 'PRON')	2	9	2	0	11	0	6	7	2	0	0	2	41	3
('PROPN', 'PRON', 'DET')	11	21	2	1	33	1	10	5	5	2	0	3	68	15
('SCONJ', 'PROPN', 'ADV')	20	61	9	11	55	0	36	34	30	2	4	27	388	27
('ADV', 'PART', 'ADP')	115	188	51	22	278	15	46	190	130	18	18	46	768	76
('PART', 'ADP', 'PRON')	90	35	10	7	66	5	37	24	30	2	4	13	90	14
('PROPN', 'NOUN', 'VERB')	26	28	7	1	24	3	42	37	11	3	5	6	1115	67
('VERB', 'CCONJ', 'SCONJ')	27	9	14	7	35	2	23	44	22	4	6	11	63	22
('CCONJ', 'SCONJ', 'DET')	45	143	23	20	445	12	57	31	22	10	15	26	160	27
('PROPN', 'PROPN', 'PRON')	10	37	5	5	23	3	0	23	7	2	0	2	152	52
('PROPN', 'PRON', 'ADV')	9	97	8	6	62	1	17	51	27	5	3	13	110	34
('NUM', 'NOUN', 'VERB')	102	133	24	15	110	16	103	133	86	62	20	116	6375	244
('PUNCT', 'ADJ', 'ADP')	21	58	27	7	75	2	30	80	21	11	6	18	616	46
('ADJ', 'ADP', 'ADP')	8	38	16	18	34	2	7	75	23	3	3	10	60	33
('PUNCT', 'ADP', 'PRON')	220	199	34	6	426	11	105	53	31	68	25	78	4351	64
('ADV', 'ADP', 'ADJ')	111	182	47	19	259	10	73	113	53	36	11	57	3245	145
('NOUN', 'PRON', 'PART')	30	38	14	7	48	3	22	24	20	7	3	14	72	27
('CCONJ', 'PRON', 'ADJ')	31	45	29	4	48	2	23	39	18	6	6	5	219	16
('ADP', 'NOUN', 'DET')	247	72	27	10	187	18	100	97	31	17	10	43	5784	109
('ADP', 'ADJ', 'ADV')	2	14	2	3	12	1	4	14	10	4	2	17	201	15
('PROPN', 'ADP', 'CCONJ')	32	16	2	0	29	1	16	6	6	0	1	5	47	5
('PUNCT', 'SCONJ', 'NOUN')	143	32	21	18	64	10	92	68	10	14	15	35	1519	60
('SCONJ', 'NOUN', 'VERB')	26	5	7	0	11	1	23	26	6	3	3	15	95	75
('NOUN', 'NOUN', 'NUM')	2	3	0	0	8	2	4	5	1	1	0	2	329	45
('NOUN', 'NUM', 'VERB')	1	20	0	0	11	0	15	11	9	14	2	8	1536	125
('NUM', 'VERB', 'PRON')	0	14	0	0	8	0	17	19	11	10	2	1	243	61
('VERB', 'ADP', 'NUM')	11	33	10	4	19	2	7	64	13	8	4	11	1104	315
('NOUN', 'ADJ', 'ADP')	74	217	72	26	353	10	82	208	99	36	15	46	2545	105
('CCONJ', 'PRON', 'DET')	100	114	17	10	227	5	88	42	17	6	7	19	280	15
('CCONJ', 'ADV', 'ADP')	105	179	42	17	285	5	76	107	70	45	25	79	1241	49
('PRON', 'ADJ', 'ADJ')	59	190	42	13	186	9	43	129	113	32	16	49	730	84
('CCONJ', 'ADV', 'PUNCT')	62	221	51	22	288	9	81	83	40	32	20	99	243	17
('NOUN', 'CCONJ', 'ADJ')	135	202	60	20	213	6	164	180	87	34	29	57	3514	168
('CCONJ', 'NOUN', 'ADV')	115	155	32	13	184	7	69	87	27	25	8	53	872	33
('PUNCT', 'SCONJ', 'PROPN')	132	196	31	34	157	4	93	47	22	10	14	48	1824	77
('SCONJ', 'PROPN', 'PART')	2	8	1	2	7	0	3	2	3	0	0	1	64	12
('PROPN', 'PART', 'ADV')	6	16	1	0	7	0	7	5	9	3	2	9	283	8
('PART', 'ADV', 'AUX')	26	13	6	2	22	2	10	15	5	2	2	9	34	15
('PART', 'ADV', 'NOUN')	12	16	2	1	18	2	16	9	3	4	6	8	195	3
('NOUN', 'AUX', 'PROPN')	18	31	11	1	20	0	23	31	21	8	8	33	2828	180
('AUX', 'PROPN', 'ADP')	19	16	9	1	26	0	10	15	14	3	4	13	1132	42
('PROPN', 'ADP', 'PROPN')	142	98	15	12	176	2	115	205	64	30	28	17	3225	746
('PRON', 'CCONJ', 'NOUN')	73	36	15	7	79	5	51	43	16	15	9	14	375	3
('AUX', 'ADP', 'NUM')	13	16	2	3	9	0	1	31	9	3	6	5	694	113
('ADP', 'NUM', 'ADJ')	13	24	8	2	17	2	5	23	6	15	5	6	728	79
('VERB', 'PART', 'ADP')	75	52	8	7	42	7	44	51	38	9	3	19	171	28
('ADJ', 'ADP', 'ADJ')	31	42	20	1	56	1	19	66	27	3	2	8	939	40
('ADJ', 'NOUN', 'AUX')	394	643	171	52	1001	45	298	371	282	167	95	333	13097	1115
('VERB', 'PROPN', 'ADP')	128	135	28	15	164	5	188	96	76	7	17	41	1802	103
('VERB', 'ADJ', 'NOUN')	215	155	31	11	159	24	156	146	64	30	13	65	1897	99
('ADV', 'AUX', 'PART')	15	16	4	0	5	2	4	15	5	4	3	7	108	16
('PROPN', 'PUNCT', 'ADJ')	17	40	15	6	34	3	30	56	16	12	7	17	990	144
('PUNCT', 'ADJ', 'CCONJ')	57	113	18	7	55	1	62	34	12	11	4	23	472	50
('ADJ', 'CCONJ', 'PRON')	46	68	34	13	48	2	39	64	36	13	8	28	108	10
('VERB', 'ADJ', 'PROPN')	2	5	0	1	24	1	0	6	1	0	0	0	44	5
('ADJ', 'PROPN', 'CCONJ')	8	10	5	1	23	0	5	10	2	1	0	4	256	24
('PROPN', 'CCONJ', 'ADJ')	8	10	6	1	9	0	6	20	8	3	3	10	640	37
('CCONJ', 'ADJ', 'PROPN')	4	5	3	1	17	0	7	8	2	2	1	0	78	11
('DET', 'ADJ', 'CCONJ')	90	54	11	8	132	5	46	19	9	17	9	21	829	137
('VERB', 'ADP', 'PUNCT')	214	279	50	24	209	27	102	129	42	29	19	147	547	79
('AUX', 'PART', 'ADV')	79	90	13	5	62	7	53	61	28	12	11	52	434	40
('SCONJ', 'PRON', 'PROPN')	54	40	9	5	41	2	36	22	18	1	4	8	207	21
('PRON', 'ADP', 'PUNCT')	264	540	83	41	507	34	215	270	120	52	27	121	303	48
('NOUN', 'VERB', 'PROPN')	93	90	21	7	64	7	89	103	68	11	12	70	3048	241
('PART', 'PUNCT', 'SCONJ')	125	50	19	7	56	10	40	10	9	7	10	19	170	9
('PUNCT', 'INTJ', 'VERB')	18	14	10	1	15	1	15	12	9	0	0	11	0	0
('INTJ', 'VERB', 'PRON')	7	6	0	0	10	0	5	1	1	1	1	2	0	0
('VERB', 'PRON', 'VERB')	211	145	55	18	120	22	284	172	93	18	22	40	64	80
('PART', 'ADJ', 'ADP')	28	64	28	13	72	4	22	85	43	8	5	7	252	53
('CCONJ', 'PRON', 'PART')	42	31	5	6	29	0	22	15	7	7	0	10	65	7
('VERB', 'CCONJ', 'ADV')	227	188	70	26	226	10	144	168	97	46	42	190	1387	95
('PRON', 'NOUN', 'PUNCT')	198	158	52	18	212	18	150	116	46	20	19	55	1985	45
('VERB', 'PROPN', 'DET')	75	83	18	2	85	6	131	45	53	10	7	31	1246	69
('ADJ', 'AUX', 'DET')	30	53	11	2	36	4	37	15	18	24	7	23	1124	52
('AUX', 'DET', 'PROPN')	14	10	4	2	21	2	15	17	11	0	0	2	1258	146
('ADJ', 'AUX', 'CCONJ')	75	68	22	12	68	0	25	75	34	18	10	15	382	16
('AUX', 'CCONJ', 'DET')	86	96	26	14	133	5	42	40	17	17	10	11	463	16
('PUNCT', 'ADP', 'PROPN')	72	98	21	4	112	2	25	100	30	24	21	29	1298	184
('ADP', 'PROPN', 'PART')	25	12	6	2	21	0	11	15	20	6	3	6	667	49
('PROPN', 'PART', 'VERB')	36	32	13	3	55	0	29	32	29	4	2	10	1144	95
('ADV', 'ADP', 'CCONJ')	58	97	21	14	170	4	21	96	31	5	9	26	50	6
('NOUN', 'PART', 'ADJ')	46	90	10	6	130	5	30	51	20	16	12	12	859	59
('VERB', 'PUNCT', 'NUM')	17	29	11	0	8	1	14	9	0	8	7	13	191	19
('ADP', 'PRON', 'PRON')	110	57	12	7	131	3	51	42	25	26	7	25	1094	67
('SCONJ', 'PROPN', 'VERB')	47	23	4	5	9	1	23	13	5	1	1	7	52	26
('ADV', 'PRON', 'AUX')	21	45	13	4	64	4	33	31	10	0	4	31	100	38
('VERB', 'ADP', 'PROPN')	154	122	32	21	122	2	162	197	90	14	11	28	1477	432
('PUNCT', 'SCONJ', 'ADP')	65	49	35	13	79	3	38	29	9	33	5	35	1267	42
('SCONJ', 'ADP', 'DET')	50	40	36	13	70	5	27	62	36	25	6	36	914	163
('PUNCT', 'NOUN', 'DET')	56	9	5	2	12	0	38	17	7	2	2	10	1404	11
('NOUN', 'PRON', 'ADV')	90	145	43	24	166	5	99	182	59	11	13	46	292	145
('VERB', 'DET', 'NUM')	17	21	1	0	16	1	14	2	6	2	0	15	100	18
('DET', 'NUM', 'DET')	0	5	0	1	0	0	0	0	1	1	0	0	8	1
('NUM', 'DET', 'NOUN')	0	11	2	1	6	0	16	10	7	12	10	6	796	77
('DET', 'ADJ', 'PRON')	18	13	4	4	13	0	4	19	11	1	2	8	40	24
('ADJ', 'PRON', 'PUNCT')	13	34	8	4	11	1	6	24	11	2	0	5	51	8
('CCONJ', 'PROPN', 'PROPN')	15	122	7	8	215	9	20	91	22	27	13	6	1135	277
('PROPN', 'PUNCT', 'VERB')	91	175	38	30	242	9	97	125	44	37	26	55	3185	304
('NOUN', 'ADJ', 'ADV')	30	69	16	6	91	1	32	59	30	13	6	22	824	18
('ADV', 'VERB', 'ADJ')	60	61	17	6	41	7	39	44	14	15	10	10	302	15
('VERB', 'ADJ', 'ADV')	27	68	11	9	88	10	47	55	32	6	13	25	312	13
('ADJ', 'ADV', 'DET')	16	51	15	8	40	3	19	42	35	5	6	14	345	25
('PROPN', 'VERB', 'PRON')	165	403	56	12	307	7	180	227	122	29	20	114	2484	183
('VERB', 'PROPN', 'PRON')	24	86	12	7	41	0	33	26	28	6	6	12	175	21
('PUNCT', 'VERB', 'PART')	27	43	10	7	25	1	23	19	7	4	1	13	165	11
('VERB', 'PART', 'ADJ')	28	55	13	5	43	2	30	42	22	7	3	5	71	21
('ADP', 'ADJ', 'CCONJ')	18	35	20	1	33	1	12	24	19	10	10	4	496	46
('ADP', 'PUNCT', 'VERB')	87	180	27	16	142	10	55	77	23	22	13	55	311	32
('ADJ', 'PUNCT', 'AUX')	8	45	8	4	45	1	7	14	5	2	1	14	243	17
('PUNCT', 'AUX', 'ADJ')	35	74	1	5	46	2	26	21	16	8	4	31	737	38
('NOUN', 'DET', 'NUM')	2	5	1	0	4	2	10	2	3	2	0	9	377	12
('PRON', 'ADP', 'ADV')	60	117	32	15	207	8	69	54	26	19	15	30	354	30
('ADP', 'ADV', 'DET')	24	140	39	33	278	5	36	145	71	16	8	30	532	59
('INTJ', 'NOUN', 'PUNCT')	51	67	21	8	117	4	23	45	17	10	5	14	0	0
('NOUN', 'PUNCT', 'INTJ')	50	84	32	2	37	8	65	36	4	11	4	68	0	0
('PUNCT', 'INTJ', 'NOUN')	42	43	19	10	104	5	20	36	17	9	1	8	0	0
('NUM', 'NOUN', 'CCONJ')	35	45	17	9	32	1	35	36	27	15	7	27	1540	89
('PRON', 'PART', 'PRON')	40	9	2	3	10	3	13	4	3	0	1	5	13	3
('VERB', 'ADJ', 'DET')	11	44	6	5	38	5	19	23	11	1	1	1	384	9
('ADV', 'CCONJ', 'AUX')	44	34	4	3	52	2	24	11	6	1	4	27	44	5
('ADJ', 'ADP', 'PROPN')	26	56	19	6	56	0	20	98	40	5	4	7	891	54
('PUNCT', 'VERB', 'INTJ')	2	9	0	0	4	0	2	3	0	0	0	3	0	0
('VERB', 'INTJ', 'PUNCT')	4	10	3	0	7	1	3	6	2	0	1	10	0	0
('INTJ', 'PUNCT', 'ADJ')	15	63	21	8	53	8	14	24	16	6	13	24	0	0
('VERB', 'AUX', 'ADP')	10	101	14	9	79	4	29	116	35	21	6	5	177	128
('PROPN', 'PUNCT', 'PROPN')	145	146	34	3	135	3	96	251	62	104	47	83	6399	1535
('PUNCT', 'PROPN', 'DET')	31	19	0	1	30	0	7	15	3	2	1	2	66	44
('VERB', 'VERB', 'ADP')	24	51	26	11	36	9	42	126	44	15	6	10	13	195
('ADV', 'AUX', 'NOUN')	38	48	11	5	82	4	41	66	16	14	6	27	666	52
('DET', 'PROPN', 'VERB')	27	33	29	10	31	0	71	97	20	1	5	5	3281	225
('DET', 'PROPN', 'ADV')	15	29	15	5	22	1	19	28	14	3	1	8	1391	54
('PROPN', 'ADV', 'CCONJ')	26	29	5	0	68	5	33	5	8	1	0	10	257	2
('ADP', 'PROPN', 'ADP')	102	122	22	14	173	1	106	187	94	42	27	32	3947	411
('PUNCT', 'CCONJ', 'NUM')	8	27	0	2	25	0	9	5	2	2	1	7	131	4
('CCONJ', 'NUM', 'NOUN')	38	45	12	10	45	5	44	39	32	21	6	56	2909	63
('ADV', 'AUX', 'CCONJ')	17	30	10	3	23	2	10	17	11	4	2	13	35	2
('AUX', 'CCONJ', 'VERB')	55	75	6	5	52	1	36	39	7	7	6	10	132	7
('VERB', 'NOUN', 'PUNCT')	363	263	58	16	376	38	239	171	57	53	24	100	713	136
('PRON', 'AUX', 'PROPN')	44	73	13	9	71	1	34	48	23	6	5	22	120	155
('AUX', 'PROPN', 'PRON')	4	38	4	0	19	0	15	7	7	2	1	3	270	14
('PROPN', 'PRON', 'VERB')	70	61	9	7	51	2	51	35	8	1	3	8	67	27
('AUX', 'ADJ', 'ADV')	19	82	11	7	55	0	28	49	41	13	8	14	438	33
('DET', 'PROPN', 'CCONJ')	12	12	10	1	16	0	13	33	11	6	3	2	843	120
('PROPN', 'CCONJ', 'DET')	61	68	9	7	125	3	88	69	31	9	13	20	1960	204
('NOUN', 'CCONJ', 'ADV')	108	154	81	13	160	5	130	197	103	33	38	141	1296	81
('CCONJ', 'ADV', 'NOUN')	32	38	18	6	56	2	28	35	21	8	11	19	492	27
('ADP', 'NOUN', 'PROPN')	11	88	22	9	229	1	15	115	37	5	9	19	1136	211
('AUX', 'PROPN', 'ADV')	21	52	9	5	32	0	20	43	27	1	3	44	1368	44
('PROPN', 'ADV', 'ADV')	28	114	22	16	143	2	39	80	57	13	12	63	1560	79
('CCONJ', 'VERB', 'PROPN')	47	57	8	4	73	0	25	21	14	3	1	3	65	20
('VERB', 'PUNCT', 'ADJ')	98	154	49	16	121	9	101	65	43	27	20	54	1144	47
('PRON', 'ADJ', 'PRON')	5	43	12	3	15	0	9	25	16	1	2	6	51	19
('NOUN', 'AUX', 'AUX')	31	45	22	4	113	3	10	29	21	2	8	6	413	206
('ADP', 'VERB', 'VERB')	19	20	36	13	31	0	6	122	34	7	2	8	4	28
('VERB', 'VERB', 'VERB')	23	7	13	0	12	0	11	27	12	0	3	4	1	33
('CCONJ', 'ADV', 'CCONJ')	19	22	9	3	58	1	16	17	16	4	7	29	117	2
('ADV', 'CCONJ', 'PROPN')	8	10	3	1	7	0	5	20	1	6	4	4	134	1
('CCONJ', 'PROPN', 'ADP')	34	36	10	2	45	0	31	37	14	14	5	15	932	85
('AUX', 'ADV', 'CCONJ')	36	37	13	4	30	2	15	21	18	3	4	30	248	3
('ADV', 'CCONJ', 'ADP')	45	64	10	1	62	2	25	41	14	12	4	29	321	8
('PUNCT', 'PRON', 'PUNCT')	75	208	44	18	316	14	50	36	10	21	18	45	188	19
('PRON', 'PART', 'CCONJ')	18	11	4	3	26	0	7	23	5	2	3	5	25	2
('PART', 'CCONJ', 'PRON')	6	2	1	4	3	0	3	6	5	0	0	5	0	1
('ADJ', 'NOUN', 'NUM')	9	17	1	0	19	2	5	4	3	12	5	5	2469	45
('NOUN', 'NUM', 'PUNCT')	5	18	2	0	27	0	74	39	13	18	4	23	1436	240
('ADP', 'PROPN', 'ADV')	68	90	22	9	122	1	75	52	63	13	9	18	2074	101
('PROPN', 'PROPN', 'ADP')	30	119	7	3	207	8	37	156	41	22	17	4	2965	532
('ADP', 'PUNCT', 'ADP')	23	44	25	9	62	5	17	52	11	13	7	29	473	16
('PUNCT', 'ADP', 'ADJ')	42	56	20	3	68	4	62	46	22	24	12	44	1022	91
('VERB', 'PROPN', 'ADJ')	11	108	14	6	69	3	27	25	24	3	6	10	464	21
('PROPN', 'ADJ', 'PUNCT')	7	97	14	5	40	0	18	20	18	3	3	7	757	43
('ADJ', 'PUNCT', 'PROPN')	8	113	14	3	57	1	9	20	11	5	7	11	180	29
('ADP', 'PROPN', 'DET')	148	117	24	8	238	0	76	75	40	22	19	36	1579	179
('PROPN', 'DET', 'PROPN')	11	13	9	2	12	0	11	35	15	2	0	0	243	183
('VERB', 'NOUN', 'ADP')	165	100	32	5	123	17	151	249	83	30	10	44	1924	209
('PRON', 'CCONJ', 'PROPN')	13	26	5	2	16	0	2	8	6	3	0	1	37	0
('NUM', 'NOUN', 'NUM')	0	4	1	0	1	0	8	33	6	3	1	5	269	220
('NUM', 'PUNCT', 'VERB')	1	14	4	0	11	0	2	10	3	6	5	5	289	56
('NUM', 'NOUN', 'AUX')	32	56	17	3	39	6	37	44	43	17	10	64	1548	150
('PART', 'ADP', 'ADJ')	27	28	5	4	34	0	10	19	8	4	4	2	274	18
('ADP', 'ADJ', 'VERB')	38	56	18	9	65	1	18	57	32	4	3	16	307	45
('ADJ', 'PUNCT', 'DET')	44	159	35	14	157	10	71	36	19	14	9	65	646	43
('CCONJ', 'PROPN', 'VERB')	98	195	72	20	355	3	244	119	60	22	15	64	2003	109
('ADJ', 'PROPN', 'ADP')	2	14	5	0	44	0	6	23	7	7	2	3	529	73
('PUNCT', 'PRON', 'CCONJ')	21	29	7	0	30	0	18	12	3	5	6	9	222	0
('VERB', 'CCONJ', 'PUNCT')	2	14	5	1	14	0	6	8	2	4	0	11	71	2
('CCONJ', 'PUNCT', 'PROPN')	1	12	6	0	15	0	4	12	1	28	6	5	168	10
('NOUN', 'ADV', 'NOUN')	39	83	26	6	73	5	46	77	29	14	20	21	835	100
('ADV', 'NOUN', 'CCONJ')	75	122	24	9	83	5	69	64	34	12	22	44	688	22
('ADP', 'ADJ', 'PROPN')	3	12	0	1	10	1	6	27	4	3	0	0	165	37
('AUX', 'ADV', 'NUM')	17	41	7	2	21	1	11	27	12	9	2	18	723	62
('ADV', 'AUX', 'PROPN')	27	63	15	7	63	2	49	29	28	11	4	45	1281	101
('ADJ', 'ADJ', 'CCONJ')	29	124	31	10	97	3	26	66	34	20	8	22	574	67
('VERB', 'PUNCT', 'PART')	50	40	15	4	27	2	19	24	18	9	8	22	228	20
('PUNCT', 'PART', 'ADP')	29	24	5	3	38	1	5	16	8	2	5	16	95	7
('PART', 'ADP', 'ADV')	5	14	2	0	21	1	2	8	6	4	5	6	26	4
('ADP', 'ADV', 'ADJ')	19	27	18	7	72	1	12	44	17	7	20	9	962	34
('CCONJ', 'ADV', 'ADJ')	67	132	55	13	225	2	50	108	52	25	21	36	1220	67
('ADJ', 'CCONJ', 'DET')	113	157	56	17	157	2	68	59	44	15	11	36	656	35
('ADV', 'NOUN', 'ADV')	41	58	19	9	63	3	27	49	14	7	8	28	151	20
('ADP', 'PUNCT', 'DET')	56	112	34	8	87	1	39	52	19	16	5	62	687	50
('NOUN', 'PRON', 'PUNCT')	53	53	11	9	52	9	33	31	5	5	5	28	74	13
('AUX', 'ADP', 'NOUN')	154	172	37	18	181	11	112	181	50	26	13	63	2639	139
('ADV', 'PROPN', 'PROPN')	3	53	8	5	55	1	5	24	6	5	7	1	594	62
('ADP', 'NUM', 'ADP')	5	25	2	3	20	0	5	58	16	10	3	0	1418	248
('NUM', 'ADP', 'DET')	6	119	7	5	97	0	27	40	30	36	12	9	1029	227
('NOUN', 'ADP', 'AUX')	13	23	38	13	40	1	10	50	39	2	1	3	316	44
('PUNCT', 'CCONJ', 'PROPN')	60	225	54	28	525	8	69	51	28	10	7	23	593	74
